,Unnamed: 0.1,Unnamed: 0,index,road,km,type,name,length,condition,lat,lon,model_type,geometry,FLOODCAT,CycloonCat
308,308,308,307,N1,313.947,Box Culvert,AZIZNAGOR BOX CULVERT,2.0,A,21.9179119605128,92.0597362988034,bridge,POINT (92.0597362988034 21.9179119605128),0,2
309,309,309,308,N1,314.144,Box Culvert,AZIZ NOGAR BOX CULVERT,3.0,A,21.9167591663366,92.0599899313531,bridge,POINT (92.0599899313531 21.9167591663366),0,2
310,310,310,309,N1,314.502,Box Culvert,AZIZ NAGOR 1,4.0,A,21.9140727206278,92.0605472089686,bridge,POINT (92.0605472089686 21.9140727206278),0,2
311,311,311,310,N1,315.009,Box Culvert,AZIZ NAGOR 2,9.2,A,21.909622912133,92.0605661266144,bridge,POINT (92.0605661266144 21.909622912133),5,2
312,312,312,311,N1,317.001,Box Culvert,HARBHANG CHOR,13.64,A,21.8910236519337,92.0597010756906,bridge,POINT (92.0597010756906 21.8910236519337),0,2
313,313,313,312,N1,318.11,Box Culvert,GHOIL MARA BOX CULVERT,9.3,A,21.8812215213685,92.0590015447779,bridge,POINT (92.0590015447779 21.8812215213685),0,2
314,314,314,313,N1,318.796,Box Culvert,HARBANG,3.0,A,21.8751197401574,92.0591098413385,bridge,POINT (92.0591098413385 21.8751197401574),0,2
315,315,315,314,N1,320.189,Box Culvert,HARBANG,3.0,A,21.8628351415656,92.0594848712238,bridge,POINT (92.0594848712238 21.8628351415656),0,2
316,316,316,315,N1,320.513,PC Girder Bridge,Harbang Chora Bridge,56.2,C,21.8599725797297,92.0601907085585,bridge,POINT (92.0601907085585 21.8599725797297),0,2
317,317,317,316,N1,321.305,Box Culvert,ALIPUR BOX CULVERT,14.3,A,21.8529287900552,92.0609576198894,bridge,POINT (92.0609576198894 21.8529287900552),5,2
318,318,318,317,N1,321.536,Box Culvert,HARBANG,2.1,A,21.8508595323144,92.0609491344978,bridge,POINT (92.0609491344978 21.8508595323144),5,2
319,319,319,318,N1,322.5,Box Culvert,HAR BAG BOX CULVERT,4.5,A,21.8429700741784,92.0635984638497,bridge,POINT (92.0635984638497 21.8429700741784),5,3
320,320,320,319,N1,322.823,Box Culvert,HAR BAG BOX CULVERT,3.0,A,21.8403935683229,92.0649325472049,bridge,POINT (92.0649325472049 21.8403935683229),5,3
321,321,321,320,N1,323.619,Box Culvert,ATKOTA,15.8,A,21.8341033152866,92.0682735910828,bridge,POINT (92.0682735910828 21.8341033152866),0,3
322,322,322,321,N1,324.331,Box Culvert,AKOTA BAZAR BOX CULVERT,7.3,A,21.8280258214285,92.0713035547619,bridge,POINT (92.0713035547619 21.8280258214285),0,3
323,323,323,322,N1,324.607,RCC Girder Bridge,Bodoitola Bridge,45.0,C,21.8257831806122,92.0723466282313,bridge,POINT (92.0723466282313 21.8257831806122),0,3
324,324,324,323,N1,325.153,Box Culvert,BODAITALI BOX CULVERT,12.4,A,21.8211428750483,92.0740201388781,bridge,POINT (92.0740201388781 21.8211428750483),0,3
325,325,325,324,N1,325.49,Box Culvert,BODOITOLI BOX CULVERT,14.0,A,21.8181692602209,92.0739442353591,bridge,POINT (92.0739442353591 21.8181692602209),0,3
326,326,326,325,N1,327.312,Box Culvert,BANIYAR CHORA,14.0,A,21.8034238025641,92.0772322128205,bridge,POINT (92.0772322128205 21.8034238025641),5,2
327,327,327,326,N1,329.084,Box Culvert,NOL BELA-1 BOX CULVERT,20.6,A,21.787854008387,92.0788540064516,bridge,POINT (92.0788540064516 21.787854008387),5,2
328,328,328,327,N1,329.181,Box Culvert,NOL BELA BOX CULVERT,21.0,A,21.786997484,92.0789493159999,bridge,POINT (92.0789493159999 21.786997484),5,2
329,329,329,328,N1,329.499,Box Culvert,NOLBELA BOX CULVERT,14.2,B,21.7841953311111,92.0792425355555,bridge,POINT (92.0792425355555 21.7841953311111),5,2
330,330,330,329,N1,330.931,Box Culvert,DIDDA BAZAR BOX CULVERT,15.7,A,21.7735339222222,92.0839144733333,bridge,POINT (92.0839144733333 21.7735339222222),5,2
331,331,331,330,N1,331.259,RCC Girder Bridge,Mathamuhuri Bridge,294.15,D,21.7715943354948,92.0821099546075,bridge,POINT (92.0821099546075 21.7715943354948),5,2
332,332,332,331,N1,335.192,Box Culvert,BANDI BAZAR BOX CULVERT,9.3,B,21.7401466184971,92.0826243745664,bridge,POINT (92.0826243745664 21.7401466184971),0,2
333,333,333,332,N1,335.38,Box Culvert,KUMARIKOOL BOX CULVERT,14.0,A,21.7385629191489,92.0831876319149,bridge,POINT (92.0831876319149 21.7385629191489),0,2
334,334,334,333,N1,336.054,Box Culvert,PASIYAKALI BOX CULVERT,5.2,A,21.7326068595588,92.0837488330882,bridge,POINT (92.0837488330882 21.7326068595588),0,2
335,335,335,334,N1,336.237,RCC Girder Bridge,Pasiyakali Bridge,38.4,C,21.7309878314917,92.0838156441988,bridge,POINT (92.0838156441988 21.7309878314917),0,2
336,336,336,335,N1,337.019,Box Culvert,HASIRUGIGI,12.6,A,21.7240739341074,92.083544148476,bridge,POINT (92.083544148476 21.7240739341074),5,2
337,337,337,336,N1,338.859,Box Culvert,CHOHAJANYA (1,12.8,A,21.7092513759013,92.0806750603415,bridge,POINT (92.0806750603415 21.7092513759013),5,2
338,338,338,337,N1,339.648,Box Culvert,CHOHAJANIYA (2,9.3,A,21.7028300370967,92.0786456251612,bridge,POINT (92.0786456251612 21.7028300370967),0,2
339,339,339,338,N1,342.77,RCC Girder Bridge,Polia Fari Bridge,58.57,C,21.676279289928,92.0768074748201,bridge,POINT (92.0768074748201 21.676279289928),0,2
340,340,340,339,N1,343.243,Box Culvert,DULAHAJARA (SAFARI PARK,14.0,A,21.6721049602836,92.0763992531915,bridge,POINT (92.0763992531915 21.6721049602836),0,2
341,341,341,340,N1,344.209,Box Culvert,DULAHAJARA CULVERT,3.5,A,21.6629404415143,92.075071645953,bridge,POINT (92.075071645953 21.6629404415143),0,2
342,342,342,341,N1,344.531,PC Girder Bridge,Dulahajar Bridge,54.03,C,21.6600543017045,92.0751025664772,bridge,POINT (92.0751025664772 21.6600543017045),0,2
343,343,343,342,N1,345.592,PC Girder Bridge,Boyragir Khil Bridge,60.03,C,21.6508560658227,92.0735619202531,bridge,POINT (92.0735619202531 21.6508560658227),0,2
344,344,344,343,N1,345.911,Box Culvert,PAGOLARIBIL,4.5,A,21.6480847609561,92.0733292227091,bridge,POINT (92.0733292227091 21.6480847609561),0,2
345,345,345,344,N1,349.092,Box Culvert,KHUTAKHALI,1.45,B,21.6225351880109,92.0737034768392,bridge,POINT (92.0737034768392 21.6225351880109),0,2
346,346,346,345,N1,349.759,RCC Girder Bridge,khutakhali bazar,45.3,B,21.618376660401,92.0691713375939,bridge,POINT (92.0691713375939 21.618376660401),5,2
347,347,347,346,N1,350.674,Box Culvert,FULCHARI (NEWPARA,7.0,A,21.6065189670012,92.0623070695106,bridge,POINT (92.0623070695106 21.6065189670012),0,2
348,348,348,347,N1,350.99,Box Culvert,FULCHARI (NEWPARA,5.2,A,21.6051753127979,92.0621198087829,bridge,POINT (92.0621198087829 21.6051753127979),0,3
349,349,349,348,N1,351.628,Box Culvert,FULCHARI CULVERT,9.3,A,21.5985935301507,92.061801241206,bridge,POINT (92.061801241206 21.5985935301507),0,3
350,350,350,349,N1,352.064,Box Culvert,FULCHARI BAZAR,14.0,A,21.5960736973421,92.0614095408637,bridge,POINT (92.0614095408637 21.5960736973421),0,3
351,351,351,350,N1,352.641,Box Culvert,NAPITE KHALI CULVERT,1.4,A,21.5894309740196,92.0630313509804,bridge,POINT (92.0630313509804 21.5894309740196),5,3
352,352,352,351,N1,353.162,Box Culvert,NAPITE KHALI,4.5,C,21.5876028,92.0649047857142,bridge,POINT (92.0649047857142 21.5876028),5,3
353,353,353,352,N1,353.694,Box Culvert,EAST NAPITL KHAL BOX CULVERT,2.5,A,21.5830741250341,92.0657158465116,bridge,POINT (92.0657158465116 21.5830741250341),0,3
354,354,354,353,N1,354.739,Box Culvert,NAEK KHALI BOX CULVERT,12.4,A,21.5744075162901,92.0707446712247,bridge,POINT (92.0707446712247 21.5744075162901),0,3
355,355,355,354,N1,356.261,Box Culvert,KHODIA BARI PRIMARY BOX CULVERT,9.5,A,21.5623201688888,92.0698139251851,bridge,POINT (92.0698139251851 21.5623201688888),0,3
356,356,356,355,N1,356.517,Box Culvert,ISLAMABAD KHODIABARI BOX CULVERT,4.8,A,21.5603042595174,92.0691476,bridge,POINT (92.0691476 21.5603042595174),0,3
357,357,357,356,N1,356.631,Box Culvert,ISLAMABAD KHODIA BARI BOX CULVERT,7.0,A,21.5594892512064,92.0689481,bridge,POINT (92.0689481 21.5594892512064),0,3
358,358,358,357,N1,357.264,PC Girder Bridge,EIDGAON BAZAR PC GIDER BRIDGE,46.0,A,21.5554256122448,92.0679503244898,bridge,POINT (92.0679503244898 21.5554256122448),0,3
359,359,359,358,N1,358.03,PC Girder Bridge,eidgaon,44.6,C,21.5470666065573,92.0668953754098,bridge,POINT (92.0668953754098 21.5470666065573),5,3
360,360,360,359,N1,360.345,Box Culvert,SHAT GOREA PARA BOX CULVERT,14.0,A,21.5255297395348,92.0653252244186,bridge,POINT (92.0653252244186 21.5255297395348),5,3
361,361,361,360,N1,360.551,Box Culvert,KALIRCHARA BOX CULVERT,8.0,A,21.5237332279069,92.0655747598837,bridge,POINT (92.0655747598837 21.5237332279069),5,3
362,362,362,361,N1,360.89,Box Culvert,KALIRCHARA BAZAR BOX CULVERT,15.4,A,21.5207709407407,92.0661440629629,bridge,POINT (92.0661440629629 21.5207709407407),5,3
363,363,363,362,N1,361.043,Box Culvert,KALIRCHAR,5.0,A,21.5195088091891,92.0666746302702,bridge,POINT (92.0666746302702 21.5195088091891),5,3
364,364,364,363,N1,361.751,Box Culvert,RASHIDNAGAR,3.0,A,21.5137419731132,92.069340890566,bridge,POINT (92.069340890566 21.5137419731132),5,3
365,365,365,364,N1,362.168,Box Culvert,ROSHIDNAGAR CULVERT,2.5,A,21.5104396976562,92.0708606554687,bridge,POINT (92.0708606554687 21.5104396976562),5,3
366,366,366,365,N1,362.691,Box Culvert,DOLERCHARA CULVERT,7.5,A,21.5065069274647,92.0733026419014,bridge,POINT (92.0733026419014 21.5065069274647),5,3
367,367,367,366,N1,362.889,Box Culvert,DOLERCHARA CULVERT,12.4,A,21.5051319429577,92.0744452552816,bridge,POINT (92.0744452552816 21.5051319429577),5,3
368,368,368,367,N1,364.056,Box Culvert,ROSHIDNAGAR (2,14.0,A,21.4957534922651,92.0776785856353,bridge,POINT (92.0776785856353 21.4957534922651),5,3
369,369,369,368,N1,364.184,Box Culvert,"ROSHIDNAGAR U,R CULVERT",14.1,A,21.4948695143646,92.0783346952486,bridge,POINT (92.0783346952486 21.4948695143646),5,3
370,370,370,369,N1,366.98,Box Culvert,JOARIANALA CULVERT,7.2,A,21.4782130684357,92.0947151779329,bridge,POINT (92.0947151779329 21.4782130684357),5,3
371,371,371,370,N1,367.362,Box Culvert,JOARIANALA,14.0,A,21.4755164496,92.0967866511999,bridge,POINT (92.0967866511999 21.4755164496),5,3
372,372,372,371,N1,367.6,Box Culvert,JORIANALA,3.0,A,21.4738446327586,92.0980125862068,bridge,POINT (92.0980125862068 21.4738446327586),5,3
373,373,373,372,N1,368.129,PC Girder Bridge,Joarianala Bazar Bridge,57.65,A,21.470055530337,92.1006402232209,bridge,POINT (92.1006402232209 21.470055530337),5,3
374,374,374,373,N1,368.703,Box Culvert,JOARIANALA CULVERT,14.0,B,21.4655415307901,92.1026566882833,bridge,POINT (92.1026566882833 21.4655415307901),5,3
375,375,375,374,N1,370.799,Box Culvert,MITA CHARI BOX CULVERT,9.2,A,21.4505569351351,92.0994681432432,bridge,POINT (92.0994681432432 21.4505569351351),5,3
376,376,376,375,N1,371.64,Box Culvert,RAMU HOSPITAL GATE,1.5,A,21.4433865625,92.1012678785714,bridge,POINT (92.1012678785714 21.4433865625),0,3
377,377,377,376,N1,371.848,PC Girder Bridge,MITACMARI RAMU BRIDGE,58.6,B,21.4418389714285,92.1007083571428,bridge,POINT (92.1007083571428 21.4418389714285),0,3
378,378,378,377,N1,372.43,Box Culvert,MARULA (WEST,3.0,A,21.4372009552325,92.0983672723837,bridge,POINT (92.0983672723837 21.4372009552325),0,3
379,379,379,378,N1,372.782,Box Culvert,MARULA BOX CULVERT,2.5,A,21.4342084624161,92.0972607067114,bridge,POINT (92.0972607067114 21.4342084624161),0,3
380,380,380,379,N1,373.192,Box Culvert,RAMU BRAC OFFICE,7.2,A,21.4308087593886,92.0961182921397,bridge,POINT (92.0961182921397 21.4308087593886),5,3
381,381,381,380,N1,373.424,Box Culvert,RAMU BY PASS MORE,3.5,A,21.4288400316455,92.0953913860759,bridge,POINT (92.0953913860759 21.4288400316455),5,3
382,382,382,381,N1,373.598,Box Culvert,RAMU MOUR BOX CULVDERT,12.8,A,21.4283515971831,92.0940714267605,bridge,POINT (92.0940714267605 21.4283515971831),5,3
383,383,383,382,N1,374.081,Box Culvert,ROMA CALLAGE BOX CULVERT,18.8,A,21.427895984,92.089450816,bridge,POINT (92.089450816 21.427895984),5,3
384,384,384,383,N1,374.655,Box Culvert,ROMA TECHIPUL,8.2,A,21.4271063768115,92.0840258231884,bridge,POINT (92.0840258231884 21.4271063768115),5,3
385,385,385,384,N1,375.035,Box Culvert,SAMBAR PUL CULVERT,7.4,A,21.4267747132812,92.0804427367187,bridge,POINT (92.0804427367187 21.4267747132812),5,3
386,386,386,385,N1,375.416,Box Culvert,CHAKMARKOOL,12.4,A,21.4264716,92.0767771,bridge,POINT (92.0767771 21.4264716),5,3
387,387,387,386,N1,376.062,Box Culvert,CHAKMAR KOOL BOX CULVERT,9.4,A,21.4273654498084,92.0708934808429,bridge,POINT (92.0708934808429 21.4273654498084),5,3
388,388,388,387,N1,376.931,Box Culvert,KHURUTIA BOX CULVERT,2.0,A,21.4271759977099,92.0634431893129,bridge,POINT (92.0634431893129 21.4271759977099),5,3
389,389,389,388,N1,377.189,Box Culvert,KHURULIA CULVERT,6.8,A,21.4273089357414,92.0610656669201,bridge,POINT (92.0610656669201 21.4273089357414),5,3
390,390,390,389,N1,377.519,Box Culvert,KHURULIA SCHOOL BOX CULVERT,16.6,A,21.4278354522255,92.0579673860534,bridge,POINT (92.0579673860534 21.4278354522255),5,3
391,391,391,390,N1,377.753,Box Culvert,KHURULIA SCHOOL BOX CULVERT,18.6,A,21.4280296848739,92.0557570361344,bridge,POINT (92.0557570361344 21.4280296848739),5,3
392,392,392,391,N1,378.02,Box Culvert,KHURULIA CHAIRMAN PARA BOX CULVERT,7.2,A,21.4280584948275,92.0532281715517,bridge,POINT (92.0532281715517 21.4280584948275),5,3
393,393,393,392,N1,378.492,RCC Girder Bridge,Sarkarpara Bridge,13.0,A,21.4275245,92.0486482172786,bridge,POINT (92.0486482172786 21.4275245),5,3
394,394,394,393,N1,379.004,Box Culvert,WEST DOVGE BOX CULVERT,10.9,A,21.4294452102564,92.0443807192307,bridge,POINT (92.0443807192307 21.4294452102564),5,3
395,395,395,394,N1,379.504,Box Culvert,MUKTAR KUL,9.2,A,21.4297884,92.0395945696,bridge,POINT (92.0395945696 21.4297884),5,3
396,396,396,395,N1,380.346,RCC Girder Bridge,Bakkhali Bridge,136.3,C,21.4294033629834,92.0318887491712,bridge,POINT (92.0318887491712 21.4294033629834),5,3
397,397,397,396,N1,380.615,Box Culvert,MOHURI RARA BOX,3.5,A,21.4303257834586,92.0296206984962,bridge,POINT (92.0296206984962 21.4303257834586),5,3
398,398,398,397,N1,380.759,Box Culvert,RABAR DAM BOX,10.3,A,21.4301539217391,92.0283434956521,bridge,POINT (92.0283434956521 21.4301539217391),5,3
399,399,399,398,N1,381.374,Box Culvert,LINK ROAD CULVERT,9.0,A,21.426498621044,92.0238834076672,bridge,POINT (92.0238834076672 21.426498621044),5,3
400,400,400,399,N1,381.985,RCC Girder Bridge,BESIC AREA,4.5,C,21.423063061512,92.0267879589347,bridge,POINT (92.0267879589347 21.423063061512),5,3
401,401,401,400,N1,382.055,Steel Beam & RCC Slab,BASIC ARIA (1,11.3,C,21.4226721680412,92.0272924520618,bridge,POINT (92.0272924520618 21.4226721680412),5,3
402,402,402,401,N1,382.649,Box Culvert,KAMBIR GONA,2.4,C,21.4194017834586,92.031682906015,bridge,POINT (92.031682906015 21.4194017834586),5,3
403,403,403,402,N1,383.098,Box Culvert,HAMBIR GONA (1,7.2,B,21.4170232427616,92.0347260730512,bridge,POINT (92.0347260730512 21.4170232427616),5,3
404,404,404,403,N1,383.269,RCC Girder Bridge,HAMBIR GONA-(2,8.1,C,21.4161167631868,92.0359357093406,bridge,POINT (92.0359357093406 21.4161167631868),5,3
405,405,405,404,N1,383.632,Box Culvert,KANAR PARA,10.9,A,21.4142599314893,92.0386736859574,bridge,POINT (92.0386736859574 21.4142599314893),5,3
406,406,406,405,N1,384.001,Box Culvert,SHORAR COOL,8.3,A,21.4124968430517,92.0395268517711,bridge,POINT (92.0395268517711 21.4124968430517),5,3
407,407,407,406,N1,384.358,Steel Beam & RCC Slab,SOUTH MITTA CHORI,8.3,B,21.4110029325153,92.0443379558282,bridge,POINT (92.0443379558282 21.4110029325153),5,3
408,408,408,407,N1,384.788,Slab Culvert,SOUTH MITHACHARI,2.2,B,21.4102488567901,92.0480366814814,bridge,POINT (92.0480366814814 21.4102488567901),5,3
409,409,409,408,N1,384.978,Box Culvert,SOUTH MITHACHARI,8.2,A,21.4102981858461,92.0496622239999,bridge,POINT (92.0496622239999 21.4102981858461),5,3
410,410,410,409,N1,385.237,Slab Culvert,SOUTH MITTA CULVERT,1.9,A,21.4099236838827,92.0518884435897,bridge,POINT (92.0518884435897 21.4099236838827),5,3
411,411,411,410,N1,385.614,Slab Culvert,SOUTH MITHACHARI,3.0,A,21.4088399161904,92.0550238095238,bridge,POINT (92.0550238095238 21.4088399161904),5,3
412,412,412,411,N1,385.78,Slab Culvert,SOUTH MITHACHARI,2.8,A,21.4079574071005,92.0560124923076,bridge,POINT (92.0560124923076 21.4079574071005),5,3
413,413,413,412,N1,386.07,RCC Bridge,SHAMMOTI PARA,10.0,D,21.4063607143344,92.0580467784983,bridge,POINT (92.0580467784983 21.4063607143344),5,3
414,414,414,413,N1,386.494,Slab Culvert,CHALATOLI,1.6,A,21.4041499171641,92.0618387037313,bridge,POINT (92.0618387037313 21.4041499171641),5,3
415,415,415,414,N1,386.968,Box Culvert,CHALIYATOLI,3.6,A,21.402009374844,92.0647406251559,bridge,POINT (92.0647406251559 21.402009374844),5,3
416,416,416,415,N1,387.23,Steel Beam & RCC Slab,RAKALAN PARA STEEL BEAM AND RCC SLAB,8.0,C,21.4001878992395,92.0660829174905,bridge,POINT (92.0660829174905 21.4001878992395),5,3
417,417,417,416,N1,387.398,Arch Masonry,CHALIYA TOLI -2 ARCH MASONRY,1.3,C,21.3987858977186,92.0665265524714,bridge,POINT (92.0665265524714 21.3987858977186),5,3
418,418,418,417,N1,387.843,Box Culvert,PANCHORI,8.3,A,21.3950144227586,92.0675884137931,bridge,POINT (92.0675884137931 21.3950144227586),5,3
419,419,419,418,N1,388.328,Steel Beam & RCC Slab,PANCHORA STEEL BEAM AND RCC SLAB,22.0,C,21.3908555107438,92.0684757008264,bridge,POINT (92.0684757008264 21.3908555107438),5,3
420,420,420,419,N1,388.565,Slab Culvert,PANAR CHORH -3 SLAB CULVERT,2.7,C,21.3888052,92.0689623,bridge,POINT (92.0689623 21.3888052),5,3
421,421,421,420,N1,388.733,Slab Culvert,PANCHARA SLAB CULVERT,2.7,B,21.3874538459459,92.0697162891891,bridge,POINT (92.0697162891891 21.3874538459459),5,3
422,422,422,421,N1,388.886,Slab Culvert,PANCHARA SLAB CULVERT,2.9,C,21.386218603409,92.0702884892045,bridge,POINT (92.0702884892045 21.386218603409),5,3
423,423,423,422,N1,388.956,Slab Culvert,PANCHARA SLAB CULVERT,1.8,C,21.3856411333333,92.0704543196078,bridge,POINT (92.0704543196078 21.3856411333333),5,3
424,424,424,423,N1,389.101,Slab Culvert,PANAR CHORA SLAB CULVERT,2.8,B,21.3844064618421,92.0705223447368,bridge,POINT (92.0705223447368 21.3844064618421),5,3
425,425,425,424,N1,389.258,Slab Culvert,PANCHORI SLAB CULVERT,1.8,B,21.3831050828947,92.0708809157894,bridge,POINT (92.0708809157894 21.3831050828947),5,3
426,426,426,425,N1,389.282,Slab Culvert,PANCHARA SLAB CULVERT,1.7,A,21.3829076671052,92.0709510842105,bridge,POINT (92.0709510842105 21.3829076671052),5,3
427,427,427,426,N1,389.538,Slab Culvert,PANCHORI,0.8,A,21.3808422435754,92.0709982664804,bridge,POINT (92.0709982664804 21.3808422435754),5,3
428,428,428,427,N1,389.684,Slab Culvert,DALA -2 SLAB CULVERT,1.5,B,21.3796187798882,92.0706130385474,bridge,POINT (92.0706130385474 21.3796187798882),5,3
429,429,429,428,N1,389.724,Slab Culvert,DALA-2 SLAB CULVERT,1.5,A,21.3793128,92.0704913857142,bridge,POINT (92.0704913857142 21.3793128),5,3
430,430,430,429,N1,389.899,Slab Culvert,DALA-3 SLAB CULVERT,2.2,C,21.3778510915584,92.0703548240259,bridge,POINT (92.0703548240259 21.3778510915584),5,3
431,431,431,430,N1,390.047,Slab Culvert,DALA SLAB CULVERT,1.5,A,21.3768882285714,92.0711223285714,bridge,POINT (92.0711223285714 21.3768882285714),5,3
432,432,432,431,N1,390.142,Slab Culvert,DALA SLAB CULVERT,3.0,A,21.3762792890109,92.0717458313186,bridge,POINT (92.0717458313186 21.3762792890109),5,3
433,433,433,432,N1,390.356,Slab Culvert,DHALLA SLAB CULVERT,2.4,C,21.3750850565217,92.0730282999999,bridge,POINT (92.0730282999999 21.3750850565217),0,3
434,434,434,433,N1,390.506,Slab Culvert,PANAR CHORI SLAB CULVERT,1.3,A,21.3745372352601,92.0740615132948,bridge,POINT (92.0740615132948 21.3745372352601),0,3
435,435,435,434,N1,390.595,Slab Culvert,PANAR HORA SLAB CULVERT,1.3,A,21.3743800190751,92.0748617416184,bridge,POINT (92.0748617416184 21.3743800190751),0,3
436,436,436,435,N1,390.814,Slab Culvert,PANCR CHAR SLAB CULVERT,1.3,C,21.3737957588607,92.0766236613924,bridge,POINT (92.0766236613924 21.3737957588607),0,3
437,437,437,436,N1,391.031,Slab Culvert,TULA BAGAN SLAB CULVERT,1.3,C,21.3724168458515,92.0778930973799,bridge,POINT (92.0778930973799 21.3724168458515),0,3
438,438,438,437,N1,391.255,Box Culvert,TULA BAGAN BOX CULVERT,1.3,A,21.3706902708737,92.0790672786407,bridge,POINT (92.0790672786407 21.3706902708737),0,3
439,439,439,438,N1,391.373,Slab Culvert,TELA BAGAN SLAB CULVERT,1.3,A,21.3697436389312,92.0796434824427,bridge,POINT (92.0796434824427 21.3697436389312),0,3
440,440,440,439,N1,391.521,Slab Culvert,TULA BAGAN.,1.3,A,21.3686452190839,92.0800514992366,bridge,POINT (92.0800514992366 21.3686452190839),0,3
441,441,441,440,N1,391.664,Slab Culvert,PARARHORA CULVERT,1.3,B,21.367599241791,92.0804686731343,bridge,POINT (92.0804686731343 21.367599241791),0,3
442,442,442,441,N1,391.997,RCC Girder Bridge,TULA BAGUN,7.1,C,21.3649267960264,92.0813617278145,bridge,POINT (92.0813617278145 21.3649267960264),0,3
443,443,443,442,N1,392.093,Slab Culvert,TULA BAGAN,1.3,B,21.3641002252199,92.0813316052785,bridge,POINT (92.0813316052785 21.3641002252199),0,3
444,444,444,443,N1,392.422,Slab Culvert,TOLA BAGAN,1.6,B,21.3613004264018,92.0805440936915,bridge,POINT (92.0805440936915 21.3613004264018),0,3
445,445,445,444,N1,392.526,Box Culvert,TULA BAGAN,2.5,A,21.3604702002336,92.0801526114486,bridge,POINT (92.0801526114486 21.3604702002336),0,3
446,446,446,445,N1,392.619,Slab Culvert,NORTH-CONIAPARA,1.3,A,21.3597277864485,92.0798025359813,bridge,POINT (92.0798025359813 21.3597277864485),0,3
447,447,447,446,N1,392.742,Slab Culvert,NORTH CONIAPARA,2.2,C,21.3587458843457,92.0793395329439,bridge,POINT (92.0793395329439 21.3587458843457),0,3
448,448,448,447,N1,393.038,Box Culvert,NORTH CONIA PARA BOX CULVERT,4.0,A,21.3562553024,92.0790827,bridge,POINT (92.0790827 21.3562553024),0,3
449,449,449,448,N1,393.764,PC Girder Bridge,Modomconiara,21.5,C,21.3500251952038,92.0784342935251,bridge,POINT (92.0784342935251 21.3500251952038),0,3
450,450,450,449,N1,394.307,Steel Beam & RCC Slab,CONIA PARA,11.3,C,21.3453322117757,92.0789703396261,bridge,POINT (92.0789703396261 21.3453322117757),0,3
451,451,451,450,N1,394.681,Box Culvert,KHONIA POLONG,14.1,A,21.3420893171962,92.0788538753271,bridge,POINT (92.0788538753271 21.3420893171962),0,3
452,452,452,451,N1,395.328,Slab Culvert,KHONIA POLONG.,2.3,B,21.3365566114155,92.0789637010654,bridge,POINT (92.0789637010654 21.3365566114155),0,3
453,453,453,452,N1,395.64,Steel Beam & RCC Slab,DOA PATONG,24.1,C,21.3338390771689,92.0790428645357,bridge,POINT (92.0790428645357 21.3338390771689),0,3
454,454,454,453,N1,396.596,Steel Beam & RCC Slab,JASOYA PALONG,45.6,C,21.3269177037394,92.0819708735826,bridge,POINT (92.0819708735826 21.3269177037394),0,3
455,455,455,454,N1,397.144,RCC Girder Bridge,JASOYA PALONG RCC GIDER BRIDGE,5.0,C,21.3237869258823,92.0857429782352,bridge,POINT (92.0857429782352 21.3237869258823),0,3
456,456,456,455,N1,397.591,Steel Beam & RCC Slab,MORICHIA,11.2,D,21.3211087823529,92.0888836352941,bridge,POINT (92.0888836352941 21.3211087823529),0,3
457,457,457,456,N1,397.679,Arch Masonry,Jasoya check post.,1.3,B,21.3205831278931,92.0894967632047,bridge,POINT (92.0894967632047 21.3205831278931),0,3
458,458,458,457,N1,398.406,Steel Beam & RCC Slab,MARIECHA BAZAR,49.3,C,21.3162096661991,92.0939592732117,bridge,POINT (92.0939592732117 21.3162096661991),0,3
459,459,459,458,N1,399.452,Box Culvert,MORICHIA PALONG,2.4,B,21.308226843421,92.0972648315789,bridge,POINT (92.0972648315789 21.308226843421),0,3
460,460,460,459,N1,400.027,Slab Culvert,MORICHIA PALONG,2.3,C,21.3035165189189,92.0968487459459,bridge,POINT (92.0968487459459 21.3035165189189),0,3
461,461,461,460,N1,400.46,Steel Beam & RCC Slab,SHAPUR STEEL BEAM AND RCC SLAB,61.3,D,21.2997453619819,92.0974772590991,bridge,POINT (92.0974772590991 21.2997453619819),0,3
462,462,462,461,N1,401.752,Box Culvert,SHAPUR,14.1,A,21.2887748,92.0999549688796,bridge,POINT (92.0999549688796 21.2887748),0,3
463,463,463,462,N1,401.89,Steel Beam & RCC Slab,COTBAZR MUSLIM HOS,11.0,B,21.28755005,92.1000623912863,bridge,POINT (92.1000623912863 21.28755005),0,3
464,464,464,463,N1,402.323,Box Culvert,COURT BAZAR,10.3,A,21.2837382315436,92.1005546348993,bridge,POINT (92.1005546348993 21.2837382315436),0,3
465,465,465,464,N1,403.495,Box Culvert,RATNAPALANG,14.0,A,21.2740057908634,92.1044223449799,bridge,POINT (92.1044223449799 21.2740057908634),0,3
466,466,466,465,N1,403.509,Steel Beam & RCC Slab,CHADIRIKHANA,23.5,A,21.2738921701807,92.1044785698795,bridge,POINT (92.1044785698795 21.2738921701807),0,3
467,467,467,466,N1,403.79,Steel Beam & RCC Slab,CHADIRIKHANA,23.5,A,21.271611640763,92.1056070839357,bridge,POINT (92.1056070839357 21.271611640763),0,3
468,468,468,467,N1,404.393,Steel Beam & RCC Slab,EJILA,11.1,C,21.2676412724612,92.1091529913941,bridge,POINT (92.1091529913941 21.2676412724612),0,3
